Datetime,Appliance_Type,Temperature,Humidity,Usage_Duration_hr,Energy_Consumption_kWh
2024-04-17 08:00:00,Fan,8.5,68.5,0.18,0.098
2024-04-17 09:00:00,TV,23.7,34.9,0.97,0.302
2024-04-17 10:00:00,Air Conditioner,20.3,40.2,0.66,1.607
2024-04-17 11:00:00,TV,21.6,62.5,1.01,0.237
2024-04-17 12:00:00,Heater,20.2,54.7,3.82,9.567
2024-04-17 13:00:00,Bulb,26.0,63.5,0.98,0.107
2024-04-17 14:00:00,Dishwasher,27.6,50.6,0.02,0.069
2024-04-17 15:00:00,Air Conditioner,23.4,45.1,0.87,1.953
2024-04-17 16:00:00,Microwave,20.3,66.9,2.58,3.951
2024-04-17 17:00:00,TV,21.8,31.5,2.27,0.682
2024-04-17 18:00:00,Heater,22.1,64.2,1.08,2.647
2024-04-17 19:00:00,TV,18.0,39.2,0.43,0.129
2024-04-17 20:00:00,Washing Machine,24.9,63.9,0.94,1.861
2024-04-17 21:00:00,Laptop,24.3,35.6,1.24,0.326
2024-04-17 22:00:00,Bulb,29.7,53.2,13.44,1.396
2024-04-17 23:00:00,Bulb,28.3,65.5,1.55,0.157
2024-04-18 00:00:00,Microwave,18.6,48.9,1.78,2.661
2024-04-18 01:00:00,Dishwasher,26.1,59.9,1.01,1.873
2024-04-18 02:00:00,Heater,17.2,62.2,0.66,1.691
2024-04-18 03:00:00,Laptop,25.5,59.5,2.51,0.232
2024-04-18 04:00:00,Refrigerator,19.4,67.0,1.02,1.262
2024-04-18 05:00:00,Dishwasher,16.9,47.9,7.86,14.145
2024-04-18 06:00:00,Refrigerator,23.4,36.9,0.92,1.034
2024-04-18 07:00:00,Heater,8.6,31.9,0.11,0.308
2024-04-18 08:00:00,TV,13.2,39.9,1.72,0.629
2024-04-18 09:00:00,Heater,21.1,35.7,0.07,0.207
2024-04-18 10:00:00,Laptop,22.4,52.3,0.43,0.12
2024-04-18 11:00:00,Refrigerator,20.2,37.4,0.65,0.876
2024-04-18 12:00:00,Heater,14.1,31.6,2.02,5.003
2024-04-18 13:00:00,Dishwasher,17.9,31.4,1.02,1.748
2024-04-18 14:00:00,Heater,24.0,63.3,0.04,0.142
2024-04-18 15:00:00,Refrigerator,24.9,53.7,1.44,1.714
2024-04-18 16:00:00,Laptop,21.9,44.3,0.8,0.051
2024-04-18 17:00:00,Heater,27.8,65.8,3.82,9.555
2024-04-18 18:00:00,Bulb,24.0,32.8,1.04,0.14
2024-04-18 19:00:00,Heater,18.3,69.2,1.85,4.621
2024-04-18 20:00:00,Washing Machine,20.6,54.7,0.37,0.702
2024-04-18 21:00:00,Laptop,15.0,37.3,2.15,0.311
2024-04-18 22:00:00,Refrigerator,21.5,57.2,1.91,2.297
2024-04-18 23:00:00,Heater,27.6,60.5,3.52,8.694
2024-04-19 00:00:00,Air Conditioner,25.4,47.2,0.05,0.112
2024-04-19 01:00:00,Refrigerator,29.0,64.5,0.89,1.001
2024-04-19 02:00:00,Bulb,20.5,36.0,1.71,0.203
2024-04-19 03:00:00,Refrigerator,28.7,41.2,0.15,0.102
2024-04-19 04:00:00,Laptop,21.0,33.7,0.79,0.17
2024-04-19 05:00:00,Bulb,29.4,38.4,4.27,0.407
2024-04-19 06:00:00,Air Conditioner,21.9,39.5,0.86,1.948
2024-04-19 07:00:00,Fan,25.5,66.7,6.34,1.283
2024-04-19 08:00:00,Air Conditioner,29.4,33.1,0.09,0.159
2024-04-19 09:00:00,Fan,21.0,47.1,1.9,0.394
2024-04-19 10:00:00,Heater,23.1,51.3,1.3,3.226
2024-04-19 11:00:00,TV,28.4,65.9,1.04,0.285
2024-04-19 12:00:00,Dishwasher,21.3,69.9,5.3,9.565
2024-04-19 13:00:00,Air Conditioner,15.4,60.1,0.21,0.422
2024-04-19 14:00:00,TV,32.7,68.8,3.4,0.955
2024-04-19 15:00:00,Laptop,19.7,61.5,1.76,0.277
2024-04-19 16:00:00,Heater,22.8,68.5,0.45,1.123
2024-04-19 17:00:00,Washing Machine,27.8,58.3,3.48,6.967
2024-04-19 18:00:00,Laptop,19.0,33.2,0.84,0.143
2024-04-19 19:00:00,TV,17.0,46.1,2.52,0.76
2024-04-19 20:00:00,Fan,23.3,55.9,0.74,0.178
2024-04-19 21:00:00,Laptop,13.0,44.0,2.86,0.433
2024-04-19 22:00:00,Fan,20.6,40.9,1.52,0.203
2024-04-19 23:00:00,Laptop,23.2,53.1,0.23,-0.053
2024-04-20 00:00:00,Refrigerator,20.7,67.3,1.57,1.984
2024-04-20 01:00:00,Heater,14.3,31.4,0.32,0.796
2024-04-20 02:00:00,Laptop,30.0,60.8,0.8,0.167
2024-04-20 03:00:00,TV,22.5,58.9,0.28,0.067
2024-04-20 04:00:00,Heater,29.2,68.6,0.03,0.081
2024-04-20 05:00:00,Air Conditioner,20.7,67.2,0.36,0.799
2024-04-20 06:00:00,Fan,17.6,60.5,1.15,0.354
2024-04-20 07:00:00,Dishwasher,23.3,50.8,0.99,1.786
2024-04-20 08:00:00,Air Conditioner,20.9,38.2,1.04,2.375
2024-04-20 09:00:00,Dishwasher,16.1,51.8,0.43,0.686
2024-04-20 10:00:00,Washing Machine,29.3,60.6,1.73,3.566
2024-04-20 11:00:00,Air Conditioner,18.9,65.8,1.83,4.195
2024-04-20 12:00:00,Air Conditioner,12.8,61.6,0.66,1.566
2024-04-20 13:00:00,Heater,28.6,37.8,3.2,8.031
2024-04-20 14:00:00,Laptop,19.5,54.0,1.55,0.209
2024-04-20 15:00:00,Air Conditioner,19.0,43.3,1.87,4.341
2024-04-20 16:00:00,Bulb,13.2,30.4,0.49,0.019
2024-04-20 17:00:00,Bulb,30.7,38.0,0.0,-0.049
2024-04-20 18:00:00,Washing Machine,15.6,34.5,3.01,6.074
2024-04-20 19:00:00,TV,22.3,63.7,2.59,0.77
2024-04-20 20:00:00,Dishwasher,26.6,40.3,0.2,0.381
2024-04-20 21:00:00,Bulb,24.1,41.4,0.7,0.091
2024-04-20 22:00:00,Washing Machine,21.7,68.4,1.62,3.28
2024-04-20 23:00:00,TV,13.5,45.2,1.58,0.397
2024-04-21 00:00:00,TV,18.0,30.4,2.95,0.857
2024-04-21 01:00:00,Refrigerator,22.9,41.4,0.23,0.256
2024-04-21 02:00:00,Heater,18.1,34.8,0.84,2.066
2024-04-21 03:00:00,TV,23.0,34.1,0.15,0.067
2024-04-21 04:00:00,Laptop,25.4,33.1,0.74,0.17
2024-04-21 05:00:00,Refrigerator,26.8,53.7,0.02,0.095
2024-04-21 06:00:00,TV,15.9,37.6,3.43,1.011
2024-04-21 07:00:00,Air Conditioner,33.0,44.4,1.12,2.598
2024-04-21 08:00:00,Laptop,25.8,64.5,2.84,0.449
2024-04-21 09:00:00,Washing Machine,22.0,47.0,0.09,0.216
2024-04-21 10:00:00,Bulb,27.4,66.6,0.39,-0.005
2024-04-21 11:00:00,Refrigerator,33.8,49.9,0.45,0.632
2024-04-21 12:00:00,Air Conditioner,14.8,46.0,0.73,1.733
2024-04-21 13:00:00,Heater,20.9,60.0,2.44,6.137
2024-04-21 14:00:00,Heater,10.1,32.9,0.73,1.893
2024-04-21 15:00:00,Dishwasher,23.0,33.6,0.34,0.645
2024-04-21 16:00:00,Refrigerator,23.8,56.1,0.1,0.07
2024-04-21 17:00:00,Bulb,21.8,49.5,0.12,0.005
2024-04-21 18:00:00,Heater,18.7,61.6,2.14,5.27
2024-04-21 19:00:00,Air Conditioner,11.8,66.7,0.88,2.051
2024-04-21 20:00:00,Refrigerator,23.9,45.5,1.94,2.323
2024-04-21 21:00:00,Heater,29.3,53.9,1.72,4.298
2024-04-21 22:00:00,Heater,19.0,50.0,0.22,0.606
2024-04-21 23:00:00,Air Conditioner,24.2,69.3,0.23,0.509
2024-04-22 00:00:00,Dishwasher,14.2,63.2,2.11,3.789
2024-04-22 01:00:00,Air Conditioner,24.3,66.5,1.92,4.408
2024-04-22 02:00:00,Microwave,20.0,40.2,0.71,0.976
2024-04-22 03:00:00,Microwave,18.2,60.9,0.12,0.168
2024-04-22 04:00:00,Heater,18.2,40.6,0.02,-0.079
2024-04-22 05:00:00,Dishwasher,20.0,38.3,0.51,0.888
2024-04-22 06:00:00,Fan,23.9,67.8,0.01,0.046
2024-04-22 07:00:00,Dishwasher,15.4,30.8,0.39,0.728
2024-04-22 08:00:00,TV,20.0,68.6,0.82,0.215
2024-04-22 09:00:00,Refrigerator,21.8,36.0,0.19,0.235
2024-04-22 10:00:00,Laptop,16.5,62.8,0.17,-0.029
2024-04-22 11:00:00,Laptop,31.0,41.0,3.4,0.51
2024-04-22 12:00:00,Dishwasher,17.7,44.0,1.32,2.524
2024-04-22 13:00:00,Fan,18.7,38.7,4.09,0.91
2024-04-22 14:00:00,Heater,17.1,53.4,0.64,1.594
2024-04-22 15:00:00,Heater,31.0,43.9,1.7,4.248
2024-04-22 16:00:00,Laptop,24.8,56.3,0.34,0.003
2024-04-22 17:00:00,Bulb,17.3,30.6,1.44,0.104
2024-04-22 18:00:00,Heater,27.5,32.6,0.21,0.539
2024-04-22 19:00:00,Refrigerator,23.0,34.0,0.0,-0.022
2024-04-22 20:00:00,Heater,23.3,46.8,4.02,10.1
2024-04-22 21:00:00,Refrigerator,20.3,62.6,1.21,1.535
2024-04-22 22:00:00,Laptop,18.3,65.5,3.92,0.605
2024-04-22 23:00:00,Dishwasher,23.7,39.8,0.61,1.102
2024-04-23 00:00:00,Refrigerator,19.3,53.0,0.6,0.631
2024-04-23 01:00:00,Air Conditioner,31.1,60.7,0.77,1.803
2024-04-23 02:00:00,Heater,15.7,41.6,1.84,4.534
2024-04-23 03:00:00,Refrigerator,29.7,46.4,1.25,1.481
2024-04-23 04:00:00,TV,21.4,51.0,3.89,1.216
2024-04-23 05:00:00,Fan,23.5,35.4,0.04,0.059
2024-04-23 06:00:00,Bulb,26.2,31.0,1.85,0.161
2024-04-23 07:00:00,Heater,18.8,36.1,0.6,1.483
2024-04-23 08:00:00,Bulb,26.3,55.1,0.3,-0.005
2024-04-23 09:00:00,Laptop,8.5,32.9,1.07,0.101
2024-04-23 10:00:00,Laptop,18.4,37.6,1.05,0.127
2024-04-23 11:00:00,Dishwasher,17.4,43.5,0.22,0.317
2024-04-23 12:00:00,Air Conditioner,15.7,33.1,0.34,0.812
2024-04-23 13:00:00,Refrigerator,20.9,37.7,0.79,0.964
2024-04-23 14:00:00,Heater,23.9,66.5,0.79,1.999
2024-04-23 15:00:00,Washing Machine,25.5,30.8,0.57,1.099
2024-04-23 16:00:00,Washing Machine,23.2,56.1,0.24,0.423
2024-04-23 17:00:00,Dishwasher,18.7,45.4,0.01,0.015
2024-04-23 18:00:00,Laptop,23.8,56.9,5.27,0.794
2024-04-23 19:00:00,Dishwasher,22.6,53.5,4.31,7.751
2024-04-23 20:00:00,Heater,26.7,38.9,0.99,2.464
2024-04-23 21:00:00,Fan,25.9,63.9,7.96,1.678
2024-04-23 22:00:00,Fan,22.2,49.7,1.68,0.357
2024-04-23 23:00:00,Laptop,17.5,62.9,0.11,0.115
2024-04-24 00:00:00,Fan,18.7,46.2,0.19,0.101
2024-04-24 01:00:00,Microwave,19.3,69.4,3.72,5.661
2024-04-24 02:00:00,Fan,20.4,60.8,1.49,0.245
2024-04-24 03:00:00,Heater,23.3,68.6,2.78,6.977
2024-04-24 04:00:00,Air Conditioner,25.6,50.6,3.43,7.863
2024-04-24 05:00:00,Washing Machine,21.7,48.9,0.89,1.699
2024-04-24 06:00:00,Washing Machine,22.1,60.2,0.07,0.224
2024-04-24 07:00:00,Heater,22.7,65.2,0.31,0.768
2024-04-24 08:00:00,TV,19.4,68.6,0.1,-0.022
2024-04-24 09:00:00,Laptop,17.4,43.0,0.31,0.026
2024-04-24 10:00:00,Microwave,13.2,61.9,0.79,1.149
2024-04-24 11:00:00,Heater,18.5,38.4,0.19,0.437
2024-04-24 12:00:00,Bulb,24.4,51.8,0.27,0.016
2024-04-24 13:00:00,TV,18.5,37.2,0.89,0.352
2024-04-24 14:00:00,Air Conditioner,20.8,43.9,0.62,1.401
2024-04-24 15:00:00,TV,24.3,67.3,0.95,0.367
2024-04-24 16:00:00,Refrigerator,24.6,35.8,0.84,1.052
2024-04-24 17:00:00,Refrigerator,16.6,55.3,1.55,1.881
2024-04-24 18:00:00,Fan,27.0,53.7,4.15,0.868
2024-04-24 19:00:00,Refrigerator,27.6,34.8,0.17,0.206
2024-04-24 20:00:00,Dishwasher,16.4,43.0,0.16,0.347
2024-04-24 21:00:00,Bulb,17.9,52.5,2.87,0.316
2024-04-24 22:00:00,Laptop,28.0,37.5,1.06,0.076
2024-04-24 23:00:00,Heater,21.3,62.0,2.18,5.468
2024-04-25 00:00:00,Heater,10.9,68.9,0.36,0.949
2024-04-25 01:00:00,Heater,15.0,38.6,2.65,6.605
2024-04-25 02:00:00,TV,20.8,37.5,3.86,1.165
2024-04-25 03:00:00,Air Conditioner,16.2,48.2,1.51,3.451
2024-04-25 04:00:00,Heater,19.9,59.9,0.17,0.351
2024-04-25 05:00:00,Fan,22.2,41.3,3.38,0.599
2024-04-25 06:00:00,Dishwasher,29.3,30.8,2.36,4.169
2024-04-25 07:00:00,Washing Machine,20.5,51.6,2.08,4.203
2024-04-25 08:00:00,Dishwasher,27.4,68.3,0.06,-0.023
2024-04-25 09:00:00,TV,29.1,45.7,2.41,0.689
2024-04-25 10:00:00,Heater,29.2,46.8,0.22,0.518
2024-04-25 11:00:00,Refrigerator,23.4,68.8,0.38,0.439
2024-04-25 12:00:00,Bulb,12.2,57.8,1.29,0.036
2024-04-25 13:00:00,Dishwasher,24.3,58.8,0.46,0.851
2024-04-25 14:00:00,Microwave,27.2,52.5,1.62,2.373
2024-04-25 15:00:00,Air Conditioner,21.6,69.0,1.41,3.288
2024-04-25 16:00:00,Heater,30.7,57.6,0.17,0.398
2024-04-25 17:00:00,Washing Machine,26.3,65.8,1.6,3.197
2024-04-25 18:00:00,Air Conditioner,24.8,58.0,3.86,8.889
2024-04-25 19:00:00,Washing Machine,27.4,59.4,0.26,0.539
2024-04-25 20:00:00,Heater,23.7,41.6,1.36,3.41
2024-04-25 21:00:00,Bulb,9.5,42.1,0.63,0.041
2024-04-25 22:00:00,Fan,19.5,61.3,0.92,0.202
2024-04-25 23:00:00,Laptop,28.0,41.9,0.51,0.099
2024-04-26 00:00:00,Bulb,18.0,52.5,0.66,0.027
2024-04-26 01:00:00,Washing Machine,20.9,40.0,0.04,0.109
2024-04-26 02:00:00,Fan,16.8,62.7,5.99,1.257
2024-04-26 03:00:00,Washing Machine,30.9,34.4,1.47,2.976
2024-04-26 04:00:00,Fan,30.4,63.2,1.04,0.255
2024-04-26 05:00:00,Fan,17.6,54.1,0.73,0.154
2024-04-26 06:00:00,Laptop,22.7,37.5,1.16,0.128
2024-04-26 07:00:00,Fan,18.6,51.7,0.72,0.103
2024-04-26 08:00:00,Microwave,25.1,41.3,0.67,1.02
2024-04-26 09:00:00,Refrigerator,24.5,42.9,0.94,1.169
2024-04-26 10:00:00,Air Conditioner,26.1,44.1,0.48,1.253
2024-04-26 11:00:00,Microwave,23.7,32.5,0.3,0.496
2024-04-26 12:00:00,Heater,36.7,69.4,1.22,2.991
2024-04-26 13:00:00,TV,16.9,31.3,2.78,0.794
2024-04-26 14:00:00,Fan,13.4,56.5,0.25,0.164
2024-04-26 15:00:00,Washing Machine,20.0,44.8,0.05,0.089
2024-04-26 16:00:00,Laptop,14.2,55.8,0.43,0.066
2024-04-26 17:00:00,Fan,14.5,44.2,5.85,1.121
2024-04-26 18:00:00,Fan,17.0,57.0,2.65,0.608
2024-04-26 19:00:00,Fan,17.4,59.2,1.36,0.297
2024-04-26 20:00:00,Dishwasher,17.2,57.6,3.97,7.112
2024-04-26 21:00:00,Fan,24.6,34.6,0.88,0.127
2024-04-26 22:00:00,Laptop,19.5,56.3,6.14,0.936
2024-04-26 23:00:00,Washing Machine,21.1,41.2,0.53,1.056
2024-04-27 00:00:00,Dishwasher,26.5,31.2,0.41,0.784
2024-04-27 01:00:00,Laptop,18.2,46.6,1.52,0.256
2024-04-27 02:00:00,Washing Machine,20.7,47.3,0.71,1.412
2024-04-27 03:00:00,TV,23.8,48.7,1.48,0.416
2024-04-27 04:00:00,TV,12.3,58.2,0.55,0.156
2024-04-27 05:00:00,Washing Machine,10.1,42.4,1.44,2.859
2024-04-27 06:00:00,Microwave,23.7,42.6,0.48,0.719
2024-04-27 07:00:00,Laptop,24.5,32.4,0.08,0.013
2024-04-27 08:00:00,Dishwasher,32.3,57.5,3.65,6.521
2024-04-27 09:00:00,Heater,22.8,52.7,3.22,8.084
2024-04-27 10:00:00,Heater,26.1,44.0,5.3,13.232
2024-04-27 11:00:00,Air Conditioner,21.0,58.2,1.89,4.307
2024-04-27 12:00:00,Fan,23.5,51.5,1.72,0.327
2024-04-27 13:00:00,Washing Machine,30.3,48.8,1.23,2.468
2024-04-27 14:00:00,TV,11.4,50.5,0.2,0.065
2024-04-27 15:00:00,Washing Machine,24.1,55.5,0.31,0.65
2024-04-27 16:00:00,Refrigerator,32.7,56.4,0.51,0.66
2024-04-27 17:00:00,Bulb,23.4,41.6,3.31,0.397
2024-04-27 18:00:00,Laptop,30.3,35.6,0.28,0.057
2024-04-27 19:00:00,Heater,18.9,36.3,3.84,9.555
2024-04-27 20:00:00,Air Conditioner,21.8,55.6,1.11,2.539
2024-04-27 21:00:00,Heater,22.2,64.9,1.89,4.665
2024-04-27 22:00:00,Dishwasher,10.9,46.4,0.18,0.4
2024-04-27 23:00:00,TV,16.2,36.8,0.47,0.24
2024-04-28 00:00:00,Heater,16.5,60.3,4.77,11.967
2024-04-28 01:00:00,Refrigerator,26.1,63.3,0.46,0.6
2024-04-28 02:00:00,Air Conditioner,26.4,65.2,0.53,1.226
2024-04-28 03:00:00,Fan,23.6,54.3,0.33,0.084
2024-04-28 04:00:00,Fan,26.1,64.4,0.21,-0.038
2024-04-28 05:00:00,Heater,21.2,30.6,0.4,0.992
2024-04-28 06:00:00,Laptop,28.0,34.3,1.54,0.187
2024-04-28 07:00:00,Air Conditioner,22.0,33.7,0.91,2.11
2024-04-28 08:00:00,Air Conditioner,22.3,58.5,1.21,2.781
2024-04-28 09:00:00,Laptop,20.7,32.8,0.2,0.127
2024-04-28 10:00:00,Fan,25.4,49.9,2.43,0.532
2024-04-28 11:00:00,Fan,19.9,48.9,2.3,0.474
2024-04-28 12:00:00,Microwave,26.9,42.4,0.03,0.036
2024-04-28 13:00:00,Air Conditioner,16.3,64.8,0.73,1.753
2024-04-28 14:00:00,Laptop,16.5,36.8,0.11,0.015
2024-04-28 15:00:00,Refrigerator,25.4,44.1,2.36,2.844
2024-04-28 16:00:00,Microwave,21.6,61.0,2.0,3.01
2024-04-28 17:00:00,Air Conditioner,19.7,31.2,3.48,7.993
2024-04-28 18:00:00,TV,26.5,56.9,0.4,0.123
2024-04-28 19:00:00,Washing Machine,19.0,62.7,0.91,1.73
2024-04-28 20:00:00,Washing Machine,21.0,67.3,0.31,0.534
2024-04-28 21:00:00,Fan,29.0,65.1,0.7,0.157
2024-04-28 22:00:00,Heater,29.7,42.8,1.11,2.848
2024-04-28 23:00:00,Dishwasher,29.9,53.5,0.08,0.165
2024-04-29 00:00:00,Washing Machine,20.6,33.1,1.88,3.728
2024-04-29 01:00:00,Heater,28.2,40.3,1.18,2.867
2024-04-29 02:00:00,Heater,17.3,33.8,2.65,6.661
2024-04-29 03:00:00,Washing Machine,17.5,42.6,0.48,0.923
2024-04-29 04:00:00,Bulb,10.2,65.0,3.5,0.383
2024-04-29 05:00:00,Refrigerator,30.4,43.9,9.96,11.973
2024-04-29 06:00:00,Fan,17.7,52.5,3.78,0.779
2024-04-29 07:00:00,Microwave,21.4,47.3,2.26,3.387
2024-04-29 08:00:00,Air Conditioner,17.4,48.4,2.51,5.792
2024-04-29 09:00:00,Microwave,25.5,68.8,1.28,1.913
2024-04-29 10:00:00,Dishwasher,20.1,41.8,0.32,0.538
2024-04-29 11:00:00,Laptop,15.5,55.1,1.7,0.206
2024-04-29 12:00:00,Refrigerator,24.2,46.8,1.87,2.126
2024-04-29 13:00:00,Air Conditioner,14.8,32.4,6.34,14.57
2024-04-29 14:00:00,Bulb,17.8,49.6,1.17,0.193
2024-04-29 15:00:00,Fan,11.5,62.5,0.47,0.131
2024-04-29 16:00:00,Bulb,14.9,34.0,1.73,0.184
2024-04-29 17:00:00,Air Conditioner,22.9,32.8,5.82,13.354
2024-04-29 18:00:00,Laptop,12.2,36.1,0.29,0.094
2024-04-29 19:00:00,Dishwasher,14.6,60.6,0.59,1.059
2024-04-29 20:00:00,Dishwasher,22.0,59.0,1.17,2.186
2024-04-29 21:00:00,Washing Machine,19.3,52.6,0.28,0.511
2024-04-29 22:00:00,Microwave,32.0,48.7,0.03,0.013
2024-04-29 23:00:00,Washing Machine,31.2,65.5,0.62,1.191
2024-04-30 00:00:00,Refrigerator,17.7,60.7,3.01,3.535
2024-04-30 01:00:00,Bulb,24.8,62.5,0.07,-0.04
2024-04-30 02:00:00,Washing Machine,25.7,62.5,0.84,1.686
2024-04-30 03:00:00,Heater,19.0,55.7,2.15,5.351
2024-04-30 04:00:00,Heater,14.5,48.3,4.59,11.288
2024-04-30 05:00:00,Fan,21.9,64.6,6.35,1.323
2024-04-30 06:00:00,Dishwasher,21.1,67.0,0.82,1.396
2024-04-30 07:00:00,Air Conditioner,19.8,31.0,4.51,10.391
2024-04-30 08:00:00,Bulb,24.2,32.1,0.05,0.007
2024-04-30 09:00:00,Bulb,18.2,68.3,2.06,0.311
2024-04-30 10:00:00,Refrigerator,16.2,41.1,1.54,1.903
2024-04-30 11:00:00,TV,22.5,64.9,0.43,0.104
2024-04-30 12:00:00,Laptop,23.9,45.6,1.06,0.124
2024-04-30 13:00:00,TV,16.1,34.8,0.21,0.138
2024-04-30 14:00:00,Washing Machine,26.6,33.2,3.08,6.084
2024-04-30 15:00:00,Bulb,13.1,36.3,0.66,0.076
2024-04-30 16:00:00,Microwave,19.1,40.0,1.48,2.207
2024-04-30 17:00:00,Refrigerator,20.7,49.5,0.26,0.294
2024-04-30 18:00:00,Air Conditioner,18.8,58.1,0.35,0.814
2024-04-30 19:00:00,Heater,19.2,69.5,7.23,18.095
2024-04-30 20:00:00,Heater,31.4,47.7,2.1,5.268
2024-04-30 21:00:00,Laptop,17.7,50.7,4.9,0.743
2024-04-30 22:00:00,Heater,34.2,50.9,0.53,1.336
2024-04-30 23:00:00,Air Conditioner,24.2,51.6,0.27,0.625
2024-05-01 00:00:00,Dishwasher,22.5,50.7,1.05,1.855
2024-05-01 01:00:00,Heater,24.4,30.4,1.02,2.56
2024-05-01 02:00:00,Fan,34.6,30.1,0.29,0.022
2024-05-01 03:00:00,Washing Machine,17.0,33.9,1.98,3.925
2024-05-01 04:00:00,Refrigerator,16.4,34.1,0.67,0.792
2024-05-01 05:00:00,Refrigerator,18.2,58.2,0.31,0.365
2024-05-01 06:00:00,Washing Machine,22.2,38.2,0.61,1.212
2024-05-01 07:00:00,Heater,13.4,65.8,1.24,3.156
2024-05-01 08:00:00,Laptop,22.1,67.1,1.94,0.267
2024-05-01 09:00:00,Fan,30.5,69.0,0.99,0.207
2024-05-01 10:00:00,Washing Machine,22.8,67.6,1.12,2.243
2024-05-01 11:00:00,TV,20.5,40.9,0.22,0.037
2024-05-01 12:00:00,Laptop,18.9,50.4,3.69,0.558
2024-05-01 13:00:00,Bulb,26.5,37.0,3.96,0.446
2024-05-01 14:00:00,Air Conditioner,17.9,62.2,1.73,3.978
2024-05-01 15:00:00,Refrigerator,31.2,65.5,0.03,0.043
2024-05-01 16:00:00,Refrigerator,31.7,64.1,1.16,1.351
2024-05-01 17:00:00,Laptop,23.3,47.3,1.49,0.322
2024-05-01 18:00:00,Bulb,21.9,60.3,7.85,0.752
2024-05-01 19:00:00,Washing Machine,27.2,33.9,8.31,16.532
2024-05-01 20:00:00,Air Conditioner,27.5,31.6,2.92,6.768
2024-05-01 21:00:00,Fan,18.0,60.1,0.1,0.014
2024-05-01 22:00:00,Bulb,19.4,47.0,4.6,0.444
2024-05-01 23:00:00,Fan,15.4,69.8,1.42,0.257
2024-05-02 00:00:00,Laptop,24.0,33.9,2.42,0.457
2024-05-02 01:00:00,Air Conditioner,25.3,64.2,0.78,1.822
2024-05-02 02:00:00,Microwave,15.3,49.2,0.58,0.894
2024-05-02 03:00:00,TV,19.7,63.1,0.93,0.288
2024-05-02 04:00:00,Heater,15.3,62.7,0.24,0.609
2024-05-02 05:00:00,Microwave,17.5,66.6,0.66,1.064
2024-05-02 06:00:00,Laptop,24.8,41.9,2.92,0.426
2024-05-02 07:00:00,Washing Machine,18.3,68.0,0.06,0.043
2024-05-02 08:00:00,Laptop,20.5,36.1,0.25,0.08
2024-05-02 09:00:00,Microwave,13.9,33.3,0.2,0.326
2024-05-02 10:00:00,Fan,22.9,47.3,0.77,0.16
2024-05-02 11:00:00,Heater,21.8,63.1,8.71,21.791
2024-05-02 12:00:00,Refrigerator,18.4,48.9,0.29,0.324
2024-05-02 13:00:00,TV,21.1,63.2,0.24,0.072
2024-05-02 14:00:00,Refrigerator,22.9,59.2,3.7,4.432
2024-05-02 15:00:00,Laptop,17.9,38.4,3.21,0.451
2024-05-02 16:00:00,Laptop,14.6,68.0,0.05,0.067
2024-05-02 17:00:00,Heater,31.0,32.4,2.09,5.154
2024-05-02 18:00:00,Dishwasher,18.8,65.9,1.6,2.995
2024-05-02 19:00:00,Dishwasher,21.5,42.2,2.19,3.986
2024-05-02 20:00:00,Air Conditioner,27.1,50.0,1.02,2.265
2024-05-02 21:00:00,Fan,39.6,46.9,7.13,1.415
2024-05-02 22:00:00,Bulb,15.8,36.9,0.07,-0.002
2024-05-02 23:00:00,TV,24.2,44.3,0.4,0.14
2024-05-03 00:00:00,Laptop,18.5,37.7,0.76,0.064
2024-05-03 01:00:00,Dishwasher,19.3,38.2,0.9,1.615
2024-05-03 02:00:00,Fan,18.4,37.5,3.81,0.757
2024-05-03 03:00:00,TV,16.4,49.6,1.23,0.333
2024-05-03 04:00:00,Laptop,21.8,61.9,0.07,-0.033
2024-05-03 05:00:00,Bulb,14.6,52.8,0.79,0.125
2024-05-03 06:00:00,Refrigerator,26.7,65.7,0.81,0.885
2024-05-03 07:00:00,Bulb,22.3,55.5,5.05,0.529
2024-05-03 08:00:00,Washing Machine,24.1,57.6,1.37,2.783
2024-05-03 09:00:00,Refrigerator,19.7,56.7,1.51,1.806
2024-05-03 10:00:00,Refrigerator,20.2,48.0,1.87,2.251
2024-05-03 11:00:00,Fan,23.4,57.6,2.2,0.499
2024-05-03 12:00:00,Bulb,16.2,32.8,1.51,0.116
2024-05-03 13:00:00,Laptop,20.2,64.4,0.41,0.031
2024-05-03 14:00:00,Laptop,17.7,61.1,3.11,0.441
2024-05-03 15:00:00,Microwave,17.5,39.8,1.98,3.022
2024-05-03 16:00:00,Fan,11.5,60.7,2.03,0.471
2024-05-03 17:00:00,Dishwasher,28.7,30.5,8.51,15.243
2024-05-03 18:00:00,Air Conditioner,18.6,38.7,2.43,5.647
2024-05-03 19:00:00,Washing Machine,27.8,32.6,2.65,5.342
2024-05-03 20:00:00,Laptop,27.3,61.2,4.54,0.758
2024-05-03 21:00:00,Laptop,15.6,60.2,0.25,0.056
2024-05-03 22:00:00,Air Conditioner,16.6,62.5,1.03,2.373
2024-05-03 23:00:00,Heater,34.8,30.2,1.3,3.315
2024-05-04 00:00:00,Bulb,30.8,50.0,0.6,0.095
2024-05-04 01:00:00,Heater,21.8,58.2,2.74,6.97
2024-05-04 02:00:00,Laptop,23.3,36.2,2.16,0.371
2024-05-04 03:00:00,Fan,18.8,56.0,1.91,0.391
